state,district,year,education_literacy_rate,healthcare_doctor_patient_ratio,infrastructure_road_density,digital_financial_inclusion_rate
Gujarat,Narmada,2021,67.91,25.25,73.91,39.75
Gujarat,Narmada,2022,70.09,28.73,78.26,44.97
Gujarat,Narmada,2023,71.01,30.22,80.12,47.19
Gujarat,Narmada,2024,71.96,31.73,82.01,49.46
Gujarat,Narmada,2025,67.77,25.02,73.62,39.4
Gujarat,Narmada,2026,72.64,32.82,83.37,51.09
Gujarat,Bharuch,2020,74.89,46.98,69.71,51.33
Gujarat,Bharuch,2021,77.74,51.55,75.42,58.18
Gujarat,Bharuch,2022,76.61,49.73,73.14,55.45
Gujarat,Bharuch,2023,79.2,53.88,78.33,61.68
Gujarat,Bharuch,2024,78.92,53.43,77.77,61.01
Gujarat,Bharuch,2025,82.0,58.35,83.92,68.39
Gujarat,Bharuch,2026,78.51,52.78,76.95,60.02
Gujarat,The Dangs,2020,64.81,27.93,56.09,26.03
Gujarat,The Dangs,2021,67.73,32.61,61.94,33.06
Gujarat,The Dangs,2022,69.39,35.26,65.25,37.03
Gujarat,The Dangs,2023,66.57,30.76,59.62,30.28
Gujarat,The Dangs,2024,69.68,35.72,65.83,37.72
Gujarat,The Dangs,2025,66.93,31.33,60.34,31.14
Gujarat,The Dangs,2026,72.79,40.7,72.05,45.19
Gujarat,Navsari,2020,81.59,51.08,77.91,61.83
Gujarat,Navsari,2021,81.36,50.71,77.44,61.27
Gujarat,Navsari,2022,80.53,49.38,75.78,59.28
Gujarat,Navsari,2023,81.18,50.43,77.08,60.84
Gujarat,Navsari,2024,78.67,46.41,72.07,54.82
Gujarat,Navsari,2025,81.14,50.36,77.0,60.74
Gujarat,Navsari,2026,82.8,53.01,80.32,64.72
Gujarat,Valsad,2020,71.17,38.35,71.14,54.74
Gujarat,Valsad,2021,71.8,39.35,72.39,56.24
Gujarat,Valsad,2022,71.98,39.64,72.76,56.68
Gujarat,Valsad,2023,77.46,48.41,83.71,69.83
Gujarat,Valsad,2024,77.41,48.33,83.62,69.72
Gujarat,Valsad,2025,78.89,50.69,86.57,73.26
Gujarat,Valsad,2026,79.86,52.25,88.52,75.59
Gujarat,Surat,2020,81.89,68.85,79.36,68.53
Gujarat,Surat,2021,78.68,63.72,72.95,60.83
Gujarat,Surat,2022,82.47,69.77,80.52,69.92
Gujarat,Surat,2023,82.32,69.54,80.23,69.57
Gujarat,Surat,2024,78.45,63.34,72.48,60.28
Gujarat,Surat,2025,81.77,68.66,79.13,68.25
Gujarat,Surat,2026,85.59,74.77,86.77,77.42
Gujarat,Tapi,2020,66.31,31.57,76.33,48.04
Gujarat,Tapi,2021,63.42,26.95,70.56,41.12
Gujarat,Tapi,2022,65.81,30.77,75.34,46.85
Gujarat,Tapi,2023,65.68,30.56,75.07,46.53
Gujarat,Tapi,2024,69.01,35.89,81.73,54.52
Gujarat,Tapi,2025,67.03,32.73,77.78,49.78
Gujarat,Tapi,2026,64.95,29.39,73.62,44.78
Daman And Diu,Diu,2020,76.56,38.89,63.06,56.1
Daman And Diu,Diu,2021,76.9,39.43,63.73,56.9
Daman And Diu,Diu,2022,79.92,44.27,69.78,64.16
Daman And Diu,Diu,2023,76.24,38.37,62.4,55.31
Daman And Diu,Diu,2024,78.45,41.91,66.83,60.63
Daman And Diu,Diu,2025,77.15,39.84,64.24,57.52
Daman And Diu,Diu,2026,84.08,50.93,78.1,74.15
Daman And Diu,Daman,2020,80.93,61.27,73.86,66.22
Daman And Diu,Daman,2021,84.97,67.73,81.93,75.91
Daman And Diu,Daman,2022,86.87,70.77,85.74,80.48
Daman And Diu,Daman,2023,83.18,64.88,78.37,71.63
Daman And Diu,Daman,2024,85.37,68.37,82.73,76.87
Daman And Diu,Daman,2025,82.72,64.13,77.43,70.51
Daman And Diu,Daman,2026,85.08,67.92,82.17,76.19
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2020,67.3,40.54,68.66,47.92
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2021,67.54,40.91,69.12,48.48
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2022,72.13,48.27,78.31,59.51
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2023,68.52,42.48,71.08,50.83
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2024,69.87,44.65,73.79,54.08
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2025,73.59,50.6,81.23,63.01
Dadra And Nagar Haveli,Dadra And Nagar Haveli,2026,70.07,44.96,74.18,54.55
Maharashtra,Nandurbar,2020,60.59,31.56,57.17,38.55
Maharashtra,Nandurbar,2021,60.65,31.66,57.28,38.69
Maharashtra,Nandurbar,2022,62.85,35.18,61.69,43.98
Maharashtra,Nandurbar,2023,62.81,35.11,61.59,43.87
Maharashtra,Nandurbar,2024,62.38,34.43,60.74,42.85
Maharashtra,Nandurbar,2025,59.95,30.54,55.89,37.02
Maharashtra,Nandurbar,2026,62.52,34.64,61.02,43.17
Maharashtra,Dhule,2020,66.28,29.24,66.01,47.48
Maharashtra,Dhule,2021,66.01,28.8,65.47,46.82
Maharashtra,Dhule,2022,69.07,33.7,71.59,54.17
Maharashtra,Dhule,2023,70.12,35.37,73.68,56.68
Maharashtra,Dhule,2024,69.89,35.01,73.23,56.13
Maharashtra,Dhule,2025,73.2,40.31,79.85,64.09
Maharashtra,Dhule,2026,69.06,33.68,71.56,54.13
Maharashtra,Jalgaon,2020,71.32,31.82,67.53,46.38
Maharashtra,Jalgaon,2021,72.95,34.43,70.79,50.3
Maharashtra,Jalgaon,2022,71.48,32.08,67.85,46.78
Maharashtra,Jalgaon,2023,76.56,40.2,78.0,58.96
Maharashtra,Jalgaon,2024,73.58,35.44,72.05,51.81
Maharashtra,Jalgaon,2025,77.06,41.0,78.99,60.15
Maharashtra,Jalgaon,2026,75.2,38.02,75.27,55.68
Maharashtra,Buldana,2020,78.22,35.64,69.16,53.56
Maharashtra,Buldana,2021,79.07,37.0,70.87,55.61
Maharashtra,Buldana,2022,79.26,37.3,71.24,56.06
Maharashtra,Buldana,2023,80.13,38.69,72.98,58.14
Maharashtra,Buldana,2024,81.49,40.87,75.7,61.41
Maharashtra,Buldana,2025,80.48,39.26,73.69,58.99
Maharashtra,Buldana,2026,79.84,38.23,72.4,57.44
Maharashtra,Akola,2020,82.15,42.71,71.06,49.14
Maharashtra,Akola,2021,82.98,44.05,72.73,51.15
Maharashtra,Akola,2022,81.52,41.7,69.79,47.62
Maharashtra,Akola,2023,80.95,40.79,68.66,46.26
Maharashtra,Akola,2024,85.23,47.64,77.23,56.54
Maharashtra,Akola,2025,82.7,43.6,72.17,50.47
Maharashtra,Akola,2026,87.53,51.33,81.83,62.06
Maharashtra,Washim,2020,78.29,35.34,70.51,51.49
Maharashtra,Washim,2021,76.55,32.54,67.01,47.3
Maharashtra,Washim,2022,79.25,36.88,72.43,53.8
Maharashtra,Washim,2023,81.49,40.45,76.9,59.17
Maharashtra,Washim,2024,80.92,39.55,75.76,57.8
Maharashtra,Washim,2025,82.02,41.31,77.97,60.44
Maharashtra,Washim,2026,77.6,34.23,69.12,49.83
Maharashtra,Amravati,2020,82.52,51.04,74.66,48.76
Maharashtra,Amravati,2021,82.65,51.25,74.93,49.08
Maharashtra,Amravati,2022,84.75,54.62,79.14,54.13
Maharashtra,Amravati,2023,85.73,56.18,81.09,56.47
Maharashtra,Amravati,2024,82.11,50.39,73.85,47.79
Maharashtra,Amravati,2025,83.31,52.3,76.24,50.66
Maharashtra,Amravati,2026,82.31,50.7,74.24,48.26
Maharashtra,Wardha,2020,83.78,52.82,79.29,55.79
Maharashtra,Wardha,2021,82.65,51.01,77.02,53.07
Maharashtra,Wardha,2022,83.8,52.86,79.33,55.84
Maharashtra,Wardha,2023,84.53,54.02,80.79,57.59
Maharashtra,Wardha,2024,84.82,54.48,81.36,58.28
Maharashtra,Wardha,2025,85.47,55.52,82.66,59.84
Maharashtra,Wardha,2026,87.82,59.27,87.36,65.47
Maharashtra,Nagpur,2020,82.51,63.29,77.26,63.58
Maharashtra,Nagpur,2021,83.06,64.18,78.37,64.91
Maharashtra,Nagpur,2022,84.35,66.24,80.95,68.0
Maharashtra,Nagpur,2023,86.8,70.16,85.84,73.87
Maharashtra,Nagpur,2024,84.68,66.76,81.59,68.78
Maharashtra,Nagpur,2025,82.74,63.67,77.73,64.14
Maharashtra,Nagpur,2026,86.19,69.18,84.62,72.4
Maharashtra,Bhandara,2020,77.49,51.36,68.73,42.92
Maharashtra,Bhandara,2021,80.45,56.11,74.66,50.03
Maharashtra,Bhandara,2022,80.3,55.87,74.36,49.67
Maharashtra,Bhandara,2023,83.1,60.35,79.96,56.39
Maharashtra,Bhandara,2024,80.82,56.7,75.4,50.92
Maharashtra,Bhandara,2025,80.13,55.6,74.03,49.27
Maharashtra,Bhandara,2026,81.56,57.88,76.88,52.69
Maharashtra,Gondiya,2020,79.96,45.71,70.13,41.65
Maharashtra,Gondiya,2021,80.1,45.93,70.41,41.99
Maharashtra,Gondiya,2022,81.0,47.38,72.23,44.16
Maharashtra,Gondiya,2023,84.68,53.26,79.58,52.98
Maharashtra,Gondiya,2024,82.8,50.25,75.82,48.47
Maharashtra,Gondiya,2025,84.5,52.98,79.22,52.56
Maharashtra,Gondiya,2026,85.08,53.91,80.38,53.95
Maharashtra,Gadchiroli,2020,69.31,25.29,50.55,30.21
Maharashtra,Gadchiroli,2021,72.03,29.64,55.99,36.73
Maharashtra,Gadchiroli,2022,70.59,27.33,53.11,33.27
Maharashtra,Gadchiroli,2023,69.57,25.69,51.06,30.81
Maharashtra,Gadchiroli,2024,73.96,32.72,59.84,41.35
Maharashtra,Gadchiroli,2025,76.06,36.08,64.04,46.39
Maharashtra,Gadchiroli,2026,75.42,35.05,62.76,44.85
Maharashtra,Chandrapur,2020,75.79,40.19,69.5,46.59
Maharashtra,Chandrapur,2021,76.91,41.99,71.74,49.29
Maharashtra,Chandrapur,2022,76.1,40.69,70.12,47.34
Maharashtra,Chandrapur,2023,78.28,44.18,74.48,52.57
Maharashtra,Chandrapur,2024,78.86,45.1,75.63,53.96
Maharashtra,Chandrapur,2025,77.38,42.74,72.68,50.41
Maharashtra,Chandrapur,2026,81.35,49.09,80.62,59.94
Maharashtra,Yavatmal,2020,79.68,35.63,69.4,51.12
Maharashtra,Yavatmal,2021,77.48,32.11,65.0,45.84
Maharashtra,Yavatmal,2022,78.91,34.4,67.86,49.28
Maharashtra,Yavatmal,2023,77.46,32.07,64.95,45.79
Maharashtra,Yavatmal,2024,79.28,34.99,68.6,50.16
Maharashtra,Yavatmal,2025,79.55,35.42,69.14,50.82
Maharashtra,Yavatmal,2026,80.95,37.65,71.93,54.16
Maharashtra,Nanded,2020,68.22,31.36,65.64,54.23
Maharashtra,Nanded,2021,71.11,35.99,71.44,61.18
Maharashtra,Nanded,2022,69.0,32.61,67.21,56.11
Maharashtra,Nanded,2023,71.12,36.01,71.45,61.2
Maharashtra,Nanded,2024,69.48,33.38,68.17,57.25
Maharashtra,Nanded,2025,71.47,36.57,72.16,62.05
Maharashtra,Nanded,2026,71.34,36.36,71.9,61.73
Maharashtra,Hingoli,2020,71.74,33.16,65.11,58.39
Maharashtra,Hingoli,2021,71.36,32.54,64.34,57.47
Maharashtra,Hingoli,2022,70.63,31.38,62.89,55.73
Maharashtra,Hingoli,2023,72.95,35.09,67.53,61.3
Maharashtra,Hingoli,2024,71.38,32.58,64.39,57.53
Maharashtra,Hingoli,2025,75.34,38.91,72.3,67.03
Maharashtra,Hingoli,2026,74.21,37.1,70.04,64.31
Maharashtra,Parbhani,2020,65.43,28.09,68.51,58.32
Maharashtra,Parbhani,2021,68.66,33.26,74.98,66.08
Maharashtra,Parbhani,2022,68.04,32.26,73.73,64.58
Maharashtra,Parbhani,2023,67.02,30.64,71.7,62.14
Maharashtra,Parbhani,2024,69.17,34.08,76.01,67.31
Maharashtra,Parbhani,2025,68.94,33.72,75.55,66.76
Maharashtra,Parbhani,2026,68.02,32.24,73.71,64.55
Maharashtra,Jalna,2020,65.77,35.8,66.95,62.19
Maharashtra,Jalna,2021,63.56,32.26,62.52,56.87
Maharashtra,Jalna,2022,66.48,36.93,68.36,63.88
Maharashtra,Jalna,2023,67.82,39.08,71.04,67.1
Maharashtra,Jalna,2024,64.57,33.88,64.55,59.31
Maharashtra,Jalna,2025,69.59,41.91,74.58,71.34
Maharashtra,Jalna,2026,67.89,39.19,71.18,67.27
Maharashtra,Aurangabad,2020,74.2,47.3,73.31,69.5
Maharashtra,Aurangabad,2021,73.46,46.11,71.84,67.73
Maharashtra,Aurangabad,2022,72.53,44.61,69.96,65.48
Maharashtra,Aurangabad,2023,71.92,43.65,68.75,64.03
Maharashtra,Aurangabad,2024,75.45,49.3,75.81,72.5
Maharashtra,Aurangabad,2025,76.86,51.55,78.63,75.88
Maharashtra,Aurangabad,2026,77.21,52.11,79.32,76.71
Maharashtra,Nashik,2020,74.47,38.38,60.85,55.83
Maharashtra,Nashik,2021,77.49,43.21,66.89,63.08
Maharashtra,Nashik,2022,76.99,42.41,65.89,61.87
Maharashtra,Nashik,2023,77.35,42.99,66.61,62.74
Maharashtra,Nashik,2024,79.86,47.0,71.62,68.75
Maharashtra,Nashik,2025,79.36,46.19,70.62,67.54
Maharashtra,Nashik,2026,82.22,50.77,76.34,74.41
Maharashtra,Thane,2020,77.06,49.26,67.02,62.01
Maharashtra,Thane,2021,79.14,52.6,71.2,67.02
Maharashtra,Thane,2022,81.36,56.15,75.63,72.33
Maharashtra,Thane,2023,81.14,55.81,75.2,71.82
Maharashtra,Thane,2024,82.89,58.6,78.69,76.01
Maharashtra,Thane,2025,81.57,56.48,76.05,72.84
Maharashtra,Thane,2026,82.52,58.0,77.94,75.11
Maharashtra,Mumbai Suburban,2020,84.28,41.31,70.44,70.28
Maharashtra,Mumbai Suburban,2021,87.02,45.7,75.93,76.86
Maharashtra,Mumbai Suburban,2022,88.61,48.25,79.12,80.68
Maharashtra,Mumbai Suburban,2023,85.77,43.71,73.44,73.87
Maharashtra,Mumbai Suburban,2024,90.53,51.32,82.95,85.29
Maharashtra,Mumbai Suburban,2025,86.49,44.85,74.87,75.58
Maharashtra,Mumbai Suburban,2026,90.05,50.55,81.99,84.13
Maharashtra,Mumbai,2020,83.86,42.64,61.61,60.48
Maharashtra,Mumbai,2021,84.49,43.65,62.86,61.98
Maharashtra,Mumbai,2022,84.67,43.94,63.23,62.43
Maharashtra,Mumbai,2023,90.15,52.7,74.18,75.57
Maharashtra,Mumbai,2024,90.1,52.63,74.09,75.46
Maharashtra,Mumbai,2025,91.58,54.99,77.04,79.0
Maharashtra,Mumbai,2026,92.55,56.55,78.99,81.34
Maharashtra,Raigarh,2020,76.59,43.28,62.95,54.32
Maharashtra,Raigarh,2021,77.64,44.96,65.05,56.84
Maharashtra,Raigarh,2022,80.71,49.86,71.18,64.19
Maharashtra,Raigarh,2023,81.61,51.3,72.98,66.35
Maharashtra,Raigarh,2024,78.21,45.87,66.19,58.2
Maharashtra,Raigarh,2025,83.52,54.37,76.81,70.95
Maharashtra,Raigarh,2026,78.6,46.49,66.96,59.13
Maharashtra,Pune,2020,80.53,54.69,68.68,66.35
Maharashtra,Pune,2021,82.72,58.2,73.06,71.6
Maharashtra,Pune,2022,84.24,60.63,76.09,75.24
Maharashtra,Pune,2023,81.98,57.01,71.58,69.83
Maharashtra,Pune,2024,81.94,56.96,71.51,69.74
Maharashtra,Pune,2025,81.44,56.15,70.5,68.53
Maharashtra,Pune,2026,86.62,64.44,80.86,80.96
Maharashtra,Ahmadnagar,2020,72.52,36.45,57.48,55.83
Maharashtra,Ahmadnagar,2021,73.45,37.95,59.35,58.08
Maharashtra,Ahmadnagar,2022,77.23,43.99,66.91,67.14
Maharashtra,Ahmadnagar,2023,73.98,38.8,60.42,59.35
Maharashtra,Ahmadnagar,2024,74.75,40.02,61.94,61.19
Maharashtra,Ahmadnagar,2025,75.86,41.8,64.16,63.85
Maharashtra,Ahmadnagar,2026,76.91,43.48,66.27,66.38
Maharashtra,Bid,2020,71.6,27.8,67.8,61.88
Maharashtra,Bid,2021,70.67,26.3,65.93,59.64
Maharashtra,Bid,2022,69.7,24.76,64.0,57.32
Maharashtra,Bid,2023,73.3,30.52,71.19,65.95
Maharashtra,Bid,2024,72.64,29.46,69.88,64.38
Maharashtra,Bid,2025,74.71,32.78,74.02,69.35
Maharashtra,Bid,2026,72.39,29.06,69.37,63.77
Maharashtra,Latur,2020,71.5,37.26,73.66,61.87
Maharashtra,Latur,2021,70.8,36.14,72.26,60.19
Maharashtra,Latur,2022,70.09,35.0,70.84,58.49
Maharashtra,Latur,2023,72.92,39.53,76.5,65.28
Maharashtra,Latur,2024,74.77,42.49,80.2,69.72
Maharashtra,Latur,2025,72.95,39.57,76.55,65.34
Maharashtra,Latur,2026,71.46,37.19,73.58,61.77
Maharashtra,Osmanabad,2020,70.97,25.43,58.6,50.6
Maharashtra,Osmanabad,2021,72.0,27.08,60.66,53.07
Maharashtra,Osmanabad,2022,75.99,33.47,68.64,62.66
Maharashtra,Osmanabad,2023,76.11,33.66,68.88,62.95
Maharashtra,Osmanabad,2024,77.3,35.56,71.26,65.8
Maharashtra,Osmanabad,2025,78.82,37.99,74.3,69.45
Maharashtra,Osmanabad,2026,78.88,38.08,74.41,69.58
Maharashtra,Solapur,2020,69.67,34.32,56.02,55.29
Maharashtra,Solapur,2021,70.87,36.24,58.42,58.17
Maharashtra,Solapur,2022,72.64,39.07,61.96,62.42
Maharashtra,Solapur,2023,72.25,38.45,61.18,61.48
Maharashtra,Solapur,2024,75.54,43.72,67.77,69.39
Maharashtra,Solapur,2025,76.27,44.89,69.23,71.14
Maharashtra,Solapur,2026,75.83,44.19,68.35,70.09
Maharashtra,Satara,2020,77.66,52.37,64.81,56.02
Maharashtra,Satara,2021,77.4,51.96,64.29,55.41
Maharashtra,Satara,2022,80.34,56.66,70.17,62.46
Maharashtra,Satara,2023,78.15,53.16,65.79,57.2
Maharashtra,Satara,2024,78.01,52.93,65.51,56.86
Maharashtra,Satara,2025,81.73,58.88,72.94,65.78
Maharashtra,Satara,2026,83.78,62.16,77.04,70.71
Maharashtra,Ratnagiri,2020,79.0,50.31,66.94,51.74
Maharashtra,Ratnagiri,2021,77.33,47.64,63.6,47.72
Maharashtra,Ratnagiri,2022,82.42,55.78,73.78,59.94
Maharashtra,Ratnagiri,2023,81.01,53.52,70.96,56.56
Maharashtra,Ratnagiri,2024,83.93,58.19,76.79,63.55
Maharashtra,Ratnagiri,2025,80.08,52.03,69.08,54.31
Maharashtra,Ratnagiri,2026,80.56,52.8,70.06,55.48
Maharashtra,Sindhudurg,2020,83.54,53.92,67.28,51.04
Maharashtra,Sindhudurg,2021,81.46,50.59,63.13,46.05
Maharashtra,Sindhudurg,2022,84.71,55.78,69.61,53.84
Maharashtra,Sindhudurg,2023,83.8,54.33,67.8,51.67
Maharashtra,Sindhudurg,2024,87.34,59.99,74.88,60.16
Maharashtra,Sindhudurg,2025,83.64,54.07,67.47,51.27
Maharashtra,Sindhudurg,2026,84.68,55.74,69.56,53.78
Maharashtra,Kolhapur,2020,78.11,60.23,75.7,63.0
Maharashtra,Kolhapur,2021,78.27,60.5,76.03,63.4
Maharashtra,Kolhapur,2022,80.06,63.36,79.6,67.69
Maharashtra,Kolhapur,2023,81.02,64.89,81.51,69.98
Maharashtra,Kolhapur,2024,81.04,64.92,81.55,70.03
Maharashtra,Kolhapur,2025,79.07,61.78,77.63,65.32
Maharashtra,Kolhapur,2026,78.44,60.76,76.35,63.79
Maharashtra,Sangli,2020,75.94,49.84,63.47,56.59
Maharashtra,Sangli,2021,78.96,54.67,69.51,63.84
Maharashtra,Sangli,2022,78.46,53.87,68.51,62.63
Maharashtra,Sangli,2023,78.82,54.45,69.23,63.5
Maharashtra,Sangli,2024,81.33,58.45,74.24,69.51
Maharashtra,Sangli,2025,80.82,57.65,73.24,68.3
Maharashtra,Sangli,2026,83.68,62.22,78.96,75.17
Andhra Pradesh,Adilabad,2020,59.24,31.57,79.49,61.66
Andhra Pradesh,Adilabad,2021,57.62,28.97,76.24,57.76
Andhra Pradesh,Adilabad,2022,62.09,36.12,85.18,68.49
Andhra Pradesh,Adilabad,2023,62.01,36.01,85.04,68.31
Andhra Pradesh,Adilabad,2024,61.81,35.67,84.62,67.81
Andhra Pradesh,Adilabad,2025,59.54,32.05,80.09,62.38
Andhra Pradesh,Adilabad,2026,61.54,35.24,84.08,67.17
Andhra Pradesh,Nizamabad,2020,59.73,42.5,86.3,72.14
Andhra Pradesh,Nizamabad,2021,60.97,44.48,88.78,75.12
Andhra Pradesh,Nizamabad,2022,57.46,38.86,81.76,66.68
Andhra Pradesh,Nizamabad,2023,59.77,42.56,86.38,72.23
Andhra Pradesh,Nizamabad,2024,63.37,48.32,93.58,80.87
Andhra Pradesh,Nizamabad,2025,60.05,43.0,86.93,72.89
Andhra Pradesh,Nizamabad,2026,58.54,40.6,83.93,69.29
Andhra Pradesh,Karimnagar,2020,63.84,47.51,90.33,72.3
Andhra Pradesh,Karimnagar,2021,65.3,49.84,93.25,75.8
Andhra Pradesh,Karimnagar,2022,65.14,49.59,92.94,75.43
Andhra Pradesh,Karimnagar,2023,62.78,45.8,88.2,69.75
Andhra Pradesh,Karimnagar,2024,67.37,53.16,97.4,80.78
Andhra Pradesh,Karimnagar,2025,63.29,46.62,89.23,70.98
Andhra Pradesh,Karimnagar,2026,67.73,53.73,98.11,81.64
Andhra Pradesh,Medak,2020,60.12,47.07,88.93,75.89
Andhra Pradesh,Medak,2021,61.25,48.89,91.2,78.61
Andhra Pradesh,Medak,2022,60.79,48.15,90.27,77.5
Andhra Pradesh,Medak,2023,61.44,49.18,91.57,79.06
Andhra Pradesh,Medak,2024,63.14,51.91,94.97,83.14
Andhra Pradesh,Medak,2025,58.51,44.49,85.7,72.02
Andhra Pradesh,Medak,2026,58.62,44.66,85.92,72.28
Andhra Pradesh,Hyderabad,2020,77.54,88.14,89.96,85.03
Andhra Pradesh,Hyderabad,2021,77.38,87.88,89.64,84.64
Andhra Pradesh,Hyderabad,2022,79.09,90.61,93.05,88.74
Andhra Pradesh,Hyderabad,2023,77.24,87.66,89.36,84.31
Andhra Pradesh,Hyderabad,2024,78.6,89.83,92.08,87.56
Andhra Pradesh,Hyderabad,2025,81.1,93.84,97.09,93.57
Andhra Pradesh,Hyderabad,2026,79.14,90.69,93.15,88.85
Andhra Pradesh,Rangareddy,2020,71.76,73.79,87.51,81.99
Andhra Pradesh,Rangareddy,2021,72.37,74.78,88.74,83.47
Andhra Pradesh,Rangareddy,2022,71.41,73.24,86.81,81.15
Andhra Pradesh,Rangareddy,2023,72.64,75.2,89.27,84.1
Andhra Pradesh,Rangareddy,2024,71.72,73.74,87.44,81.91
Andhra Pradesh,Rangareddy,2025,74.82,78.69,93.62,89.33
Andhra Pradesh,Rangareddy,2026,71.24,72.96,86.47,80.74
Andhra Pradesh,Mahbubnagar,2020,50.49,27.04,80.24,62.72
Andhra Pradesh,Mahbubnagar,2021,51.47,28.61,82.21,65.07
Andhra Pradesh,Mahbubnagar,2022,52.6,30.43,84.47,67.79
Andhra Pradesh,Mahbubnagar,2023,56.16,36.12,91.59,76.33
Andhra Pradesh,Mahbubnagar,2024,53.25,31.47,85.77,69.35
Andhra Pradesh,Mahbubnagar,2025,53.07,31.17,85.4,68.91
Andhra Pradesh,Mahbubnagar,2026,52.65,30.5,84.57,67.91
Andhra Pradesh,Nalgonda,2020,60.59,39.68,83.02,64.87
Andhra Pradesh,Nalgonda,2021,61.0,40.33,83.84,65.86
Andhra Pradesh,Nalgonda,2022,63.1,43.7,88.05,70.9
Andhra Pradesh,Nalgonda,2023,63.26,43.95,88.37,71.29
Andhra Pradesh,Nalgonda,2024,63.4,44.18,88.65,71.63
Andhra Pradesh,Nalgonda,2025,62.44,42.64,86.72,69.31
Andhra Pradesh,Nalgonda,2026,62.77,43.16,87.38,70.1
Andhra Pradesh,Warangal,2020,65.45,47.77,92.41,70.29
Andhra Pradesh,Warangal,2021,65.61,48.03,92.73,70.67
Andhra Pradesh,Warangal,2022,62.96,43.79,87.43,64.31
Andhra Pradesh,Warangal,2023,61.83,41.97,85.17,61.59
Andhra Pradesh,Warangal,2024,65.71,48.18,92.93,70.9
Andhra Pradesh,Warangal,2025,67.29,50.71,96.09,74.69
Andhra Pradesh,Warangal,2026,65.61,48.03,92.73,70.67
Andhra Pradesh,Khammam,2020,61.23,46.14,82.7,56.22
Andhra Pradesh,Khammam,2021,62.86,48.75,85.95,60.13
Andhra Pradesh,Khammam,2022,61.39,46.4,83.02,56.61
Andhra Pradesh,Khammam,2023,66.47,54.52,93.17,68.79
Andhra Pradesh,Khammam,2024,63.49,49.75,87.22,61.64
Andhra Pradesh,Khammam,2025,66.97,55.31,94.16,69.98
Andhra Pradesh,Khammam,2026,65.11,52.34,90.44,65.52
Andhra Pradesh,Srikakulam,2020,58.09,20.65,73.74,43.46
Andhra Pradesh,Srikakulam,2021,59.73,23.27,77.01,47.39
Andhra Pradesh,Srikakulam,2022,61.79,26.57,81.13,52.34
Andhra Pradesh,Srikakulam,2023,62.05,26.99,81.66,52.97
Andhra Pradesh,Srikakulam,2024,59.46,22.84,76.47,46.74
Andhra Pradesh,Srikakulam,2025,60.95,25.23,79.45,50.32
Andhra Pradesh,Srikakulam,2026,62.55,27.8,82.66,54.18
Andhra Pradesh,Vizianagaram,2020,58.9,27.25,82.57,50.03
Andhra Pradesh,Vizianagaram,2021,58.55,26.68,81.87,49.19
Andhra Pradesh,Vizianagaram,2022,57.77,25.44,80.31,47.32
Andhra Pradesh,Vizianagaram,2023,57.74,25.39,80.26,47.25
Andhra Pradesh,Vizianagaram,2024,57.9,25.64,80.56,47.61
Andhra Pradesh,Vizianagaram,2025,56.55,23.48,77.87,44.38
Andhra Pradesh,Vizianagaram,2026,62.92,33.68,90.61,59.68
Andhra Pradesh,Visakhapatnam,2020,63.02,46.94,79.56,55.28
Andhra Pradesh,Visakhapatnam,2021,64.82,49.83,83.18,59.61
Andhra Pradesh,Visakhapatnam,2022,62.96,46.85,79.45,55.14
Andhra Pradesh,Visakhapatnam,2023,64.81,49.81,83.15,59.58
Andhra Pradesh,Visakhapatnam,2024,65.39,50.73,84.3,60.96
Andhra Pradesh,Visakhapatnam,2025,64.88,49.92,83.28,59.74
Andhra Pradesh,Visakhapatnam,2026,64.29,48.98,82.11,58.33
Andhra Pradesh,East Godavari,2020,69.88,59.56,92.95,60.21
Andhra Pradesh,East Godavari,2021,69.53,59.0,92.24,59.37
Andhra Pradesh,East Godavari,2022,68.75,57.75,90.69,57.49
Andhra Pradesh,East Godavari,2023,68.73,57.71,90.63,57.43
Andhra Pradesh,East Godavari,2024,68.88,57.95,90.93,57.79
Andhra Pradesh,East Godavari,2025,67.53,55.79,88.24,54.56
Andhra Pradesh,East Godavari,2026,73.9,65.99,100.0,69.86
Andhra Pradesh,West Godavari,2020,70.81,60.84,87.91,54.3
Andhra Pradesh,West Godavari,2021,71.05,61.23,88.4,54.88
Andhra Pradesh,West Godavari,2022,73.06,64.43,92.41,59.69
Andhra Pradesh,West Godavari,2023,75.43,68.23,97.15,65.39
Andhra Pradesh,West Godavari,2024,71.75,62.34,89.79,56.55
Andhra Pradesh,West Godavari,2025,75.83,68.87,97.96,66.36
Andhra Pradesh,West Godavari,2026,78.59,73.3,100.0,72.99
Andhra Pradesh,Krishna,2020,71.61,66.46,88.81,62.34
Andhra Pradesh,Krishna,2021,72.47,67.84,90.53,64.4
Andhra Pradesh,Krishna,2022,70.45,64.61,86.5,59.56
Andhra Pradesh,Krishna,2023,73.43,69.37,92.44,66.7
Andhra Pradesh,Krishna,2024,72.71,68.22,91.01,64.98
